Keyword,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Closed,Category,Rating,5_Star,4_Star,3_Star,2_Star,1_Star,Total_Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
pubs near london E1,The Minories,"64–73 Minories, Tower, London EC3N 1JL",64–73 Minories,Tower,London,EC3N 1JL,GW6G+82 London,craft-pubs.co.uk,020 7702 1658,"charlesstreettap.brighton@stonegatepubs.com,CharlesStreetTap.Brighton@stonegatepubs.com",51.5108301,-0.0748819,No,Yes,,Pub,4.1,1296,999,413,137,99,2944,,,https://lh5.googleusercontent.com/p/AF1QipMgvA_Ln_ci6_DbL3NUx2QqzA1U51QJ1jfqk380=w408-h306-k-no,,8am–11pm,8am–11pm,8am–11pm,8am–11pm,8am–12am,8am–3am,8am–11pm,"https://www.google.com/maps/place/The+Minories/@51.518961,-0.0801293,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x4876034bc3ea40af:0x9bf4764b56e766c9!8m2!3d51.5108301!4d-0.0748819?hl=en"
pubs near london E1,The Half Moon,"213-223 Mile End Rd, Bethnal Green, London E1 4AA",213-223 Mile End Rd,Bethnal Green,London,E1 4AA,GXC3+VV London,jdwetherspoon.com,020 7790 6810,,51.5222306,-0.0453417,No,Yes,,Pub,4.1,968,712,306,70,83,2139,,,https://lh5.googleusercontent.com/p/AF1QipPR3QVEvFrauOLNBj4oFZzsg2pBFUsMIE9yYMro=w408-h306-k-no,,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,"https://www.google.com/maps/place/The+Half+Moon/@51.5187526,-0.0807114,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761d29c806b6d9:0x2f8aa7cf22eb3af8!8m2!3d51.5222306!4d-0.0453417?hl=en"
pubs near london E1,The Liberty Bounds,"15 Trinity Square, Tower Hill, Tower, London EC3N 4AA","15 Trinity Square,  Tower Hill",Tower,London,EC3N 4AA,GW5C+VH London,jdwetherspoon.com,020 7481 0513,,51.5097184,-0.0786122,No,Yes,,Pub,4.2,1737,1325,483,113,80,3738,,,https://lh5.googleusercontent.com/p/AF1QipPvk0GQ45fwWd_XOYbHlHLxvRN9-xIqC4eiPFwi=w408-h246-k-no,,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,"https://www.google.com/maps/place/The+Liberty+Bounds/@51.5173919,-0.087832,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x4876034e827e1587:0x99745322fe67368f!8m2!3d51.5097184!4d-0.0786122?hl=en"
pubs near london E1,Breakfast Club Spitalfields,"12-16 Artillery Ln, Spitalfields, London E1 7LS",12-16 Artillery Ln,Spitalfields,London,E1 7LS,GW9C+9F London,thebreakfastclubcafes.com,020 7078 9633,"party@lovetbc.com,eva@lovetbc.com,ferris@lovetbc.com,tom@lovetbc.com,jobbies@lovetbc.com,demi@lovetbc.com,poncherello@lovetbc.com,ricotubbs@lovetbc.com,tico@lovetbc.com,edrooney@lovetbc.com,yiftertheshifter@lovetbc.com,sylvester@lovetbc.com,easylover@lovetbc.com,missdipesto@lovetbc.com,emilio@lovetbc.com,maverick@lovetbc.com,misshowe@backseatbeckys.com,mrpeterson@callmemrlucky.com,misshowe@drklugers.com,henri@themayourofscaredycattown.com",51.5183853,-0.0787876,No,No,,Breakfast restaurant,4.4,1910,958,293,92,78,3331,,,,,7:30am–11pm,7:30am–11pm,7:30am–11pm,7:30am–10:30pm,7:30am–10:30pm,8am–10pm,8am–10:30pm,"https://www.google.com/maps/place/Breakfast+Club+Spitalfields/@51.5173919,-0.087832,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb3bd814cf3:0x82ec6c8bb6e8ed82!8m2!3d51.5183853!4d-0.0787876?hl=en"
pubs near london E1,Dirty Dicks,"202 Bishopsgate, Spitalfields, London EC2M 4NR",202 Bishopsgate,Spitalfields,London,EC2M 4NR,GW9C+65 London,dirtydicks.co.uk,020 7283 5888,"dirtydicks@youngs.co.uk,enquiries@youngs.co.uk",51.518053,-0.0796171,No,Yes,,Pub,4,935,927,484,109,77,2532,,,https://lh5.googleusercontent.com/p/AF1QipM13nrUc7lMxHa6QfvfACMxtXjhsDoJlVKJrtKF=w408-h250-k-no,,10am–12am,10am–12am,10am–12am,10am–3am,10am–3am,10am–3am,11am–11pm,"https://www.google.com/maps/place/Dirty+Dicks/@51.5187526,-0.0807114,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb253435a29:0xb2d109f1d8dfcde!8m2!3d51.518053!4d-0.0796171?hl=en"
pubs near london E1,Hamilton Hall,"Liverpool St, London EC2M 7PY",,Liverpool St,London,EC2M 7PY,GW89+XH London,jdwetherspoon.com,020 7247 3579,,51.5174737,-0.0810247,No,Yes,,Pub,4.1,1157,1042,563,107,76,2945,,,https://lh5.googleusercontent.com/p/AF1QipO9hAhuzegnzB4eWRrM_xAvOs7yg8JM58c6gAqt=w408-h271-k-no,,7am–11:30pm,7am–11:30pm,7am–11:30pm,7am–11:30pm,7am–11:30pm,7am–11:30pm,9am–10:30pm,"https://www.google.com/maps/place/Hamilton+Hall/@51.5172148,-0.0931899,13z/data=!3m1!5s0x48761cb27b490cf3:0x57bb9a6a7056729b!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb283412017:0x9df75494dc67e5cb!8m2!3d51.5174737!4d-0.0810247?hl=en"
pubs near london E1,Prospect of Whitby,"57 Wapping Wall, Wapping, London E1W 3SH",57 Wapping Wall,Wapping,London,E1W 3SH,GW4X+RG London,greeneking-pubs.co.uk,020 7481 1095,824015a79ca041d1a7ac9131bd7ca325@sentry.io,51.507108,-0.0511627,No,Yes,,Pub,4.4,1305,696,154,69,72,2296,,,https://lh5.googleusercontent.com/p/AF1QipPl0UM3RFd8Fv9-eCRPyNm_GDgNKcORMnuQgMx2=w408-h272-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/Prospect+of+Whitby/@51.5167278,-0.0917103,13z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48760328e1d1930d:0xe394aca1c963f7db!8m2!3d51.507108!4d-0.0511627?hl=en"
pubs near london E1,Absurd Bird Spitalfields,"54 Commercial St, Spitalfields, London E1 6LT",54 Commercial St,Spitalfields,London,E1 6LT,GW8G+XM London,absurdbird.com,020 3246 0007,spitalfields@absurdbird.com,51.5174472,-0.0733689,No,No,,Chicken restaurant,3.8,318,234,131,81,66,830,,,,,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,10am–12:30am,11am–10:30pm,"https://www.google.com/maps/place/Absurd+Bird+Spitalfields/@51.5173919,-0.087832,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb501d53643:0xd3a3c19ee60d64c6!8m2!3d51.5174472!4d-0.0733689?hl=en"
pubs near london E1,The Golden Heart,"110 Commercial St, Spitalfields, London E1 6LZ",110 Commercial St,Spitalfields,London,E1 6LZ,"GWCG+37 Shadwell, London",,020 7247 2158,,51.520155,-0.0742546,No,No,,Pub,3.1,66,37,27,13,65,208,,,https://lh5.googleusercontent.com/p/AF1QipPFWZMm9YwRX_B_0wsZpR8TRI7wht4dvWB2yOfm=w408-h270-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,12pm–10:30am,"https://www.google.com/maps/place/The+Golden+Heart/@51.5181008,-0.0803582,14z/data=!4m8!1m2!2m1!1spubs+near+london+E1!3m4!1s0x48761cb4278feee3:0xff75063c562c502e!8m2!3d51.520155!4d-0.0742546?hl=en"
pubs near london E1,"Draft House, Tower Bridge","206-208 Tower Bridge Rd, London SE1 2UP",,206-208 Tower Bridge Rd,London,SE1 2UP,GW3F+56 London,drafthouse.co.uk,020 7378 9995,bookings.seething@drafthouse.co.uk,51.50289,-0.076898,No,No,,Bar,4.2,754,606,184,65,65,1674,,,,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/Draft+House,+Tower+Bridge/@51.5159352,-0.0893167,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48760345c4aa4c1b:0x19d33e4c328ff3d7!8m2!3d51.50289!4d-0.076898?hl=en"
pubs near london E1,Matchbox,"135 Shoreditch High St, Hackney, London E1 6JE",135 Shoreditch High St,Hackney,London,E1 6JE,GWGC+HM London,matchbox-shoreditch.com,020 7739 3440,,51.5264976,-0.0782909,No,Yes,,Sports bar,3.3,74,71,66,33,56,300,,,,,5pm–12am,5pm–12am,5pm–12am,5pm–12am,5pm–12am,12pm–12am,12pm–12am,"https://www.google.com/maps/place/Matchbox/@51.5187526,-0.0807114,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cba69572c59:0xc2f8b8eca9bccf82!8m2!3d51.5264976!4d-0.0782909?hl=en"
pubs near london E1,Revolution London - America Square,"1 America Square, Tower, London EC3N 2LS",1 America Square,Tower,London,EC3N 2LS,GW6F+HG London,revolution-bars.co.uk,020 3355 7500,,51.5113831,-0.0761494,No,No,,Cocktail bar,3.8,195,121,59,32,56,463,,,https://lh5.googleusercontent.com/p/AF1QipP5ZrzldqWfZ4WNhRJNimuYWV4pw7aSivcEm66h=w408-h240-k-no-pi0-ya246.15765-ro-0-fo100,,12pm–12am,12pm–12am,12pm–12am,12pm–3am,12pm–3am,Closed,Closed,"https://www.google.com/maps/place/Revolution+London+-+America+Square/@51.5173919,-0.087832,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x4876034b8af239c9:0x76db66367cbfec44!8m2!3d51.5113831!4d-0.0761494?hl=en"
pubs near london E1,The Captain Kidd,"108 Wapping High St, Wapping, London E1W 2NE",108 Wapping High St,Wapping,London,E1W 2NE,"GW3R+9Q St Katharine's & Wapping, London",,020 7480 5759,,51.5034528,-0.0580083,No,Yes,,Pub,4.3,904,541,161,43,50,1699,,,,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/The+Captain+Kidd/@51.5173919,-0.087832,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x4876033ac029ee85:0xf5d1a9b016ad4d01!8m2!3d51.5034528!4d-0.0580083?hl=en"
pubs near london E1,Goodman's Field,"89 Mansell St, London E1 8AN",,89 Mansell St,London,E1 8AN,GW6G+HV London,jdwetherspoon.co.uk,020 7680 2850,,51.5114593,-0.0727646,No,No,,Pub,4.1,729,623,267,48,47,1714,,,,,7:30am–11pm,7:30am–11pm,7:30am–11pm,7:30am–11pm,7:30am–11pm,8am–11pm,8am–11pm,"https://www.google.com/maps/place/Goodman's+Field/@51.5187526,-0.0807114,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x4876034a4fe83103:0x9b7cbcbbff5ec534!8m2!3d51.5114593!4d-0.0727646?hl=en"
pubs near london E1,The Crown and Shuttle,"226 Shoreditch High St, Hackney, London E1 6PJ",226 Shoreditch High St,Hackney,London,E1 6PJ,GWFC+2P London,crownandshuttle.com,020 7375 2905,info@crownandshuttle.com,51.5225,-0.0781667,No,Yes,,Pub,4.2,859,886,280,54,45,2124,,,,,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–1am,12pm–1am,12–10:30pm,"https://www.google.com/maps/place/The+Crown+and+Shuttle/@51.5181008,-0.0803582,14z/data=!4m8!1m2!2m1!1spubs+near+london+E1!3m4!1s0x48761cba6c5d324f:0xb7498edf62ad6e7f!8m2!3d51.5225!4d-0.0781667?hl=en"
pubs near london E1,The Woodins Shades,"212 Bishopsgate, Spitalfields, London EC2M 4PT",212 Bishopsgate,Spitalfields,London,EC2M 4PT,GW9C+86 London,nicholsonspubs.co.uk,020 7247 4324,,51.5182505,-0.0793915,No,Yes,,Pub,3.9,317,419,196,33,43,1008,,,,,10am–11pm,10am–11pm,10am–11pm,10am–1am,10am–1am,10am–1am,10am–10:30pm,"https://www.google.com/maps/place/The+Woodins+Shades/@51.518961,-0.0801293,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb24d50b319:0x7f3227a628c6c491!8m2!3d51.5182505!4d-0.0793915?hl=en"
pubs near london E1,Strongroom Bar,"120-124 Curtain Rd, Hackney, London EC2A 3SQ",120-124 Curtain Rd,Hackney,London,EC2A 3SQ,GWG9+CX London,strongroombar.com,020 7426 5103,bar@strongroom.com,51.5260175,-0.0800907,No,Yes,,Bar & grill,4.2,638,578,184,32,42,1474,,,https://lh5.googleusercontent.com/p/AF1QipMX8CXdwEDpimRiv1PuOZPo2VxQeqNYSBE-xQje=w408-h282-k-no,,10am–11pm,10am–12am,10am–12am,10am–1am,10am–2am,12pm–2am,12–10pm,"https://www.google.com/maps/place/Strongroom+Bar/@51.5167278,-0.0917103,13z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cba9bb6cb7f:0xe83a97ace7e8e22d!8m2!3d51.5260175!4d-0.0800907?hl=en"
pubs near london E1,The Blind Beggar,"337 Whitechapel Rd, Shadwell, London E1 1BU",337 Whitechapel Rd,Shadwell,London,E1 1BU,GW9V+X6 London,theblindbeggar.com,020 7247 6195,hello@theblindbeggar.com,51.52,-0.0569444,No,Yes,,Pub,4.1,547,458,192,71,41,1309,,,https://lh5.googleusercontent.com/p/AF1QipNFuPQKt4TfDj7rD0h4ZlLw7c99THApUHOfeZpV=w408-h270-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–11pm,"https://www.google.com/maps/place/The+Blind+Beggar/@51.5181008,-0.0803582,14z/data=!4m8!1m2!2m1!1spubs+near+london+E1!3m4!1s0x48761cd21c3c47bd:0xbda5d74ce3401980!8m2!3d51.52!4d-0.0569444?hl=en"
pubs near london E1,The Owl & Pussycat,"34 Redchurch St, Shoreditch, London E2 7DP",34 Redchurch St,Shoreditch,London,E2 7DP,GWFF+PR London,owlandpussycatshoreditch.com,020 3487 0088,"owlandpussycat@youngs.co.uk,owlandpussycatevents@youngs.co.uk,enquiries@youngs.co.uk",51.524267,-0.075482,No,Yes,,Bar,4.1,524,556,204,60,41,1385,,,https://lh5.googleusercontent.com/p/AF1QipOebMSqErPcHFagowe3EmBKouICzKR7csXv040=w408-h306-k-no,,10am–11pm,10am–11pm,10am–12am,10am–12am,10am–12am,10am–12am,10am–10:30pm,"https://www.google.com/maps/place/The+Owl+%26+Pussycat/@51.518961,-0.0801293,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb747b397a1:0xcd4c7af239f1be89!8m2!3d51.524267!4d-0.075482?hl=en"
pubs near london E1,The Old Blue Last,"38 Great Eastern St, Hackney, London EC2A 3ES",38 Great Eastern St,Hackney,London,EC2A 3ES,"GWF9+QX Shoreditch, London",theoldbluelast.com,020 7739 7033,"pub@theoldbluelast.com,managers@theoldbluelast.com,events@theoldbluelast.com",51.5244484,-0.0800882,No,No,,Pub,4,509,491,235,56,39,1330,,,https://lh5.googleusercontent.com/p/AF1QipPJRHJP7y1mvbdKotVsg0mRc0g5v8xJQQQaLNbv=w532-h240-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–2am,12pm–2am,12pm–12am,"https://www.google.com/maps/place/The+Old+Blue+Last/@51.518961,-0.0801293,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb068f93bf3:0xbd8227b7c75977a2!8m2!3d51.5244484!4d-0.0800882?hl=en"
pubs near london E1,The Culpeper,"40 Commercial St, Spitalfields, London E1 6LP",40 Commercial St,Spitalfields,London,E1 6LP,GW8G+QQ London,theculpeper.com,020 7247 5371,"bookings@theculpeper.com,press@theculpeper.com",51.5168929,-0.0730256,No,Yes,,,4.3,961,726,224,26,37,1974,"Free Wi-Fi, Pet-friendly, Bar",,,,,,,,,,,"https://www.google.com/maps/place/The+Culpeper/@51.5181008,-0.0803582,14z/data=!4m11!1m2!2m1!1spubs+near+london+E1!3m7!1s0x41703156e2f3fa01:0x3234647c9723c808!5m2!4m1!1i2!8m2!3d51.5168929!4d-0.0730256?hl=en"
pubs near london E1,BrewDog Shoreditch,"51 Bethnal Green Rd, Shoreditch, London E1 6LA",51 Bethnal Green Rd,Shoreditch,London,E1 6LA,GWFG+RX London,brewdog.com,020 7729 8476,"hello@brewdog.com,pr@brewdog.com,bookings@brewdog.com,nas@brewdog.com",51.5245866,-0.0726124,No,No,,Beer hall,4.4,1457,950,274,57,37,2775,,,https://lh5.googleusercontent.com/p/AF1QipOINjarZDOCVIrxsFRPhFBNHnz3v0tHQTRmHBoQ=w408-h306-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–2am,11am–2am,11am–12am,"https://www.google.com/maps/place/BrewDog+Shoreditch/@51.5181008,-0.0803582,14z/data=!4m8!1m2!2m1!1spubs+near+london+E1!3m4!1s0x48761cb7908d0b81:0x7d40618901acf283!8m2!3d51.5245866!4d-0.0726124?hl=en"
pubs near london E1,The Cornershop Bar,"123 Shoreditch High St, Hackney, London E1 6JE",123 Shoreditch High St,Hackney,London,E1 6JE,GWGC+RP London,thecornershopbar.co.uk,020 7613 3554,bookings@thecornershopbar.co.uk,51.5270945,-0.0782062,No,Yes,,Bar,3.8,143,141,89,27,37,437,,,https://lh5.googleusercontent.com/p/AF1QipP3eu6Zqa5nDY8flakGb8ATERVBb5Qz5Qaz4VP0=w408-h272-k-no,,11:30am–1am,11:30am–1am,11:30am–1am,11:30am–2:30am,11:30am–2:30am,11:30am–2:30am,11:30am–1am,"https://www.google.com/maps/place/The+Cornershop+Bar/@51.518961,-0.0801293,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cba6ec0d11b:0x8257edcf907bc552!8m2!3d51.5270945!4d-0.0782062?hl=en"
pubs near london E1,Phoenix Bar,"138-139 Shoreditch High St, Hackney, London E1 6JE",138-139 Shoreditch High St,Hackney,London,E1 6JE,GWGC+FP London,phoenixbarlondon.com,020 3325 9739,"events@sbg-london.com,reception@sbg-london.com",51.5262251,-0.078202,No,Yes,,Bar,3.7,99,79,45,18,35,276,,,,,12pm–12:30am,12pm–1:30am,12pm–2am,12pm–3am,12pm–3am,12pm–1:30am,12pm–12am,"https://www.google.com/maps/place/Phoenix+Bar/@51.5173919,-0.087832,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761d5a554acc1d:0xebe76a594b99a8d1!8m2!3d51.5262251!4d-0.078202?hl=en"
pubs near london E1,The Grapes,"76 Narrow St, Poplar, London E14 8BP",76 Narrow St,Poplar,London,E14 8BP,GX58+HC London,thegrapes.co.uk,020 7987 4396,,51.5088976,-0.0339258,No,Yes,,Pub,4.5,1131,426,107,28,34,1726,,,https://lh5.googleusercontent.com/p/AF1QipOdvN3C8EP_06rWzdnvK0piGxY7jElsRYszMInV=w408-h272-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/The+Grapes/@51.5167278,-0.0917103,13z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x487602ce13a495d3:0x6160b86e0773a41f!8m2!3d51.5088976!4d-0.0339258?hl=en"
pubs near london E1,The Mayflower Pub,"117 Rotherhithe St, Rotherhithe, London SE16 4NF",117 Rotherhithe St,Rotherhithe,London,SE16 4NF,GW2W+PH London,mayflowerpub.co.uk,020 7237 4088,mayflowerrotherhithe@gmail.com,51.5017621,-0.0535574,No,Yes,,Gastropub,4.6,1973,659,119,27,34,2812,,,https://lh5.googleusercontent.com/p/AF1QipO1hOS1mKzbH8LkgSZq5PsZqXQPCJzN67j4FSZd=w408-h271-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,12–10:30pm,"https://www.google.com/maps/place/The+Mayflower+Pub/@51.5159352,-0.0893167,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48760324328c71a3:0xcb470bee32fa422c!8m2!3d51.5017621!4d-0.0535574?hl=en"
pubs near london E1,The White Hart London,"1 Mile End Rd, Bethnal Green, London E1 4TP",1 Mile End Rd,Bethnal Green,London,E1 4TP,GWCV+3G London,thewhitehart.london,020 7790 2894,"whitehartbrewpub@hotmail.com,info@the-white-hart.co.uk",51.5202293,-0.0562466,No,Yes,,Gastropub,4.2,507,346,97,37,33,1020,,,,,11am–12am,11am–12am,11am–12am,11am–12am,11am–1am,9am–12am,9am–12am,"https://www.google.com/maps/place/The+White+Hart+London/@51.5181008,-0.0803582,14z/data=!4m8!1m2!2m1!1spubs+near+london+E1!3m4!1s0x48761cd1613084cd:0xfaa7633f9f2e1c9a!8m2!3d51.5202293!4d-0.0562466?hl=en"
pubs near london E1,Lupita Mexican Restaurant,"60-62 Commercial St, Spitalfields, London E1 6LT",60-62 Commercial St,Spitalfields,London,E1 6LT,GW9G+4G London,,,,51.5178527,-0.0737367,No,No,,Mexican restaurant,3.9,201,159,86,43,32,521,,,,,"12–3pm, 5:30–10pm","12–3pm, 5:30–10pm","12–3pm, 5:30–10pm","12–3pm, 5:30–10pm",12–11pm,12:30–11pm,12:30–9pm,"https://www.google.com/maps/place/Lupita+Mexican+Restaurant/@51.5172148,-0.0931899,13z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb456797e4d:0x7ae1ee195cbd468e!8m2!3d51.5178527!4d-0.0737367?hl=en"
pubs near london E1,Slug & Lettuce Aldgate,"House, 30, St. Clare, 33 Minories, London EC3N 1DD","House,  30",33 Minories,London,EC3N 1DD,GW6F+XV London,slugandlettuce.co.uk,020 7488 1918,,51.5123819,-0.0753452,No,No,,Lounge,3.9,176,178,111,23,32,520,,,https://lh5.googleusercontent.com/p/AF1QipNh9i3uOoo1vc3E5l_LKge0L7FVVKOLTcgO5nM5=w408-h240-k-no-pi-0-ya179.5-ro0-fo100,,10am–11pm,10am–11pm,10am–11pm,10am–1am,10am–1am,10am–11pm,Closed,"https://www.google.com/maps/place/Slug+%26+Lettuce+Aldgate/@51.5173919,-0.087832,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x4876034b9dde9815:0xa134bd72bd0e2b18!8m2!3d51.5123819!4d-0.0753452?hl=en"
pubs near london E1,Big Chill Brick Lane,"Dray Walk, Brick Ln, Spitalfields, London E1 6QL","Dray Walk,  Brick Ln",Spitalfields,London,E1 6QL,"GWCG+CV Spitalfields, London",bigchillbar.com,020 7392 9180,"kingscross@bigchillbar.com,bricklane@bigchillbar.com",51.5210785,-0.0728081,No,No,,Cocktail bar,4,283,323,138,31,31,806,,,,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,12pm–12am,"https://www.google.com/maps/place/Big+Chill+Brick+Lane/@51.5187526,-0.0807114,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb6159e0073:0x7e54816f32ba080e!8m2!3d51.5210785!4d-0.0728081?hl=en"
pubs near london E1,Bar Kick,"127 Shoreditch High St, Hackney, London E1 6JE",127 Shoreditch High St,Hackney,London,E1 6JE,GWGC+PP London,barkicklondon.com,020 7739 8700,contact@barkicklondon.com,51.526849,-0.078222,No,Yes,,Sports bar,4.2,524,418,144,21,31,1138,,,https://lh5.googleusercontent.com/p/AF1QipOUNgxduNGIfyDnXXBEHR_UuN5SciMpAkrA_hvw=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–1am,11am–1am,11am–10:30pm,"https://www.google.com/maps/place/Bar+Kick/@51.5187526,-0.0807114,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cba6ec0d11b:0xa52fc61ca59767f4!8m2!3d51.526849!4d-0.078222?hl=en"
pubs near london E1,Leman Street Tavern,"31 Leman St, Whitechapel, London E1 8PT",31 Leman St,Whitechapel,London,E1 8PT,GW7H+FV London,lemanstreettavern.co.uk,020 3437 0001,"lstevents@youngs.co.uk ,lstevents@youngs.co.uk,enquiries@youngs.co.uk",51.5137283,-0.0703635,No,Yes,,British restaurant,3.9,220,208,94,40,30,592,,,https://lh5.googleusercontent.com/p/AF1QipMmunW1e0wecb8U3Yum-yedDxrvri4-Cc3BnZV5=w408-h271-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11pm,11am–11pm,12–10pm,"https://www.google.com/maps/place/Leman+Street+Tavern/@51.5181008,-0.0803582,14z/data=!4m8!1m2!2m1!1spubs+near+london+E1!3m4!1s0x487603355f8ff413:0x767c5297873b5d6e!8m2!3d51.5137283!4d-0.0703635?hl=en"
pubs near london E1,The Water Poet,"9-11 Folgate St, Spitalfields, London E1 6BX",9-11 Folgate St,Spitalfields,London,E1 6BX,GWCC+CV London,,020 7426 0495,,51.521069,-0.07787,No,Yes,,Pub,4.2,835,891,310,42,29,2107,,,,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/The+Water+Poet/@51.5164756,-0.0767822,14z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cb14495f17f:0xaf06273feb7af850!8m2!3d51.521069!4d-0.07787?hl=en"
pubs near london E1,The Star of Bethnal Green,"359 Bethnal Green Rd, London E2 6LG",,359 Bethnal Green Rd,London,E2 6LG,GWGQ+P5 London,starofbethnalgreen.co.uk,020 7458 4480,info@starofbethnalgreen.com,51.5268364,-0.0621141,No,Yes,,Pub,4,253,221,110,23,29,636,,,https://lh5.googleusercontent.com/p/AF1QipN0vT77r0EPjJHiAZ6PLsiNnduYxe1N6nJiQnEo=w408-h271-k-no,,4pm–12am,4pm–12am,4pm–12am,4pm–12am,4pm–2am,12pm–2am,12pm–12am,"https://www.google.com/maps/place/The+Star+of+Bethnal+Green/@51.5167278,-0.0917103,13z/data=!4m9!1m3!2m2!1spubs+near+london+E1!6e5!3m4!1s0x48761cc5989b0c29:0x2eb8679db430a9bc!8m2!3d51.5268364!4d-0.0621141?hl=en"
pubs near london E1,The Ten Bells Spitalfields,"84 Commercial St, Spitalfields, London E1 6LY",84 Commercial St,Spitalfields,London,E1 6LY,GW9G+P7 London,tenbells.com,020 7247 7532,info@tenbells.com,51.5193504,-0.0743245,No,Yes,,Pub,4.3,1061,871,237,25,28,2222,,,https://lh5.googleusercontent.com/p/AF1QipPMuG9SRfBHhXr3TmhaQBGvA5nBEbaJxaa3bgof=w408-h306-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,12pm–1am,12pm–12am,"https://www.google.com/maps/place/The+Ten+Bells+Spitalfields/@51.5181008,-0.0803582,14z/data=!4m8!1m2!2m1!1spubs+near+london+E1!3m4!1s0x48761cb43ba57e4b:0x884b0b465d69cdac!8m2!3d51.5193504!4d-0.0743245?hl=en"
