unique_key,gmap_category,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
Via Margherita1301.03253726865,restaurant,Via Margherita,"Strada Costache Negri Nr. 52, Iași 700259, Romania",Strada Costache Negri Nr. 52,Iași 700259,Romania,a,"5H6P+8V Iași, Romania",m.facebook.com,+40 232 272 222,,47.1607587,27.5871842,No,No,Restaurant,4.1,-110,,14 Photos,https://lh5.googleusercontent.com/p/AF1QipP94rteKspqxfX6cChmZMqQkyVIJTPZk3FG5gbI=w408-h725-k-no,,9am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–11pm,1–11pm,1–11pm,"https://www.google.com/maps/place/Via+Margherita/@47.1607587,27.5828068,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9d60c90d7f:0x947e37b333693c12!8m2!3d47.1607587!4d27.5871842?hl=en"
Ola Bistro1301.33573352366,restaurant,Ola Bistro,"Calea Chișinăului Nr 22, Iași, Romania",Calea Chișinăului Nr 22,Iași,Romania,a,"4JX2+4F Iași, Romania",,+40 730 079 640,,47.1477593,27.6012212,No,No,Restaurant,4.7,-6,,16 Photos,https://lh5.googleusercontent.com/p/AF1QipNBUudz7g7EURt18hTY2n0LEEgvxlruu5GqK_CM=w408-h306-k-no,,8am–6pm,8am–6pm,8am–6pm,8am–6pm,8am–6pm,Closed,Closed,"https://www.google.com/maps/place/Ola+Bistro/@47.1477593,27.5968438,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb68a107f173:0xf7f00a10ae874329!8m2!3d47.1477593!4d27.6012212?hl=en"
Hotel Bellaria1301.43780045372,restaurant,Hotel Bellaria,"Șoseaua Bucium, Iași 700280, Romania",Șoseaua Bucium,Iași 700280,Romania,a,"4JM6+2W Iași, Romania",bellaria.ro,+40 232 233 870,,47.13252,27.612311,No,Yes,,4.4,-999,"Free Wi-Fi, Laundry service, Room service, Child friendly, Restaurant",803+ Photos,https://lh5.googleusercontent.com/p/AF1QipOtLAL3KCUlAq1ylpNnaqjWHtrAfzLxVmsqVGN6=w408-h726-k-no,,,,,,,,,"https://www.google.com/maps/place/Hotel+Bellaria/@47.13252,27.6079336,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbd050b4ed7b:0xd2bcb9c4927adc86!8m2!3d47.13252!4d27.612311?hl=en"
Kraft Pub & Restaurant1301.63560089153,restaurant,Kraft Pub & Restaurant,"Bulevardul Profesor Dimitrie Mangeron nr 71, Iași 700050, Romania",Bulevardul Profesor Dimitrie Mangeron nr 71,Iași 700050,Romania,a,"5J43+F3 Iași, Romania",facebook.com,+40 332 401 595,,47.1561743,27.6026548,No,Yes,Restaurant,4.3,-60,,24 Photos,https://lh5.googleusercontent.com/p/AF1QipP4s3Ryf7H2PMTFEHKzQFwLbIBG3ha3AJqbegdm=w524-h240-k-no,,9am–1am,9am–1am,9am–1am,9am–1am,9am–4am,9am–4am,9am–1am,"https://www.google.com/maps/place/Kraft+Pub+%26+Restaurant/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb89e1f8da41:0x1142110a537d177d!8m2!3d47.1561743!4d27.6026548?hl=en"
Giant Pancake1300.92056294588,restaurant,Giant Pancake,"Strada Palas 7A, Iași 700051, Romania",Strada Palas 7A,Iași 700051,Romania,a,"5H3Q+W8 Iași, Romania",,+40 749 199 182,,47.1548727,27.5882531,No,No,Pancake restaurant,4.1,-9,,2 Photos,,Clătita Uriașă,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Giant+Pancake/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9ec8f598b1:0x8c36a11c81913af7!8m2!3d47.1548727!4d27.5882531?hl=en"
Warda1301.16565419686,restaurant,Warda,"Strada Sfântul Teodor, Iași, Romania",Strada Sfântul Teodor,Iași,Romania,a,"5H8P+VG Iași, Romania",,+40 746 557 508,,47.1671628,27.5862608,No,No,Fast food restaurant,4.4,-389,,15 Photos,https://lh5.googleusercontent.com/p/AF1QipPNK_Y7RET8HXf8EelXp7UFUe-Mtgr1K2Z4Db4G=w408-h544-k-no,,10am–9pm,10am–9pm,10am–9pm,10am–9pm,10am–9pm,10am–9pm,10am–9pm,"https://www.google.com/maps/place/Warda/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb794fb92ce5:0x831a5fc669daa7dd!8m2!3d47.1671628!4d27.5862608?hl=en"
La Plăcinte1300.77307165301,restaurant,La Plăcinte,"Bulevardul Carol I nr. 4, Iași 700505, Romania",Bulevardul Carol I nr. 4,Iași 700505,Romania,a,"5HCG+J5 Iași, Romania",laplacinte.ro,+40 742 801 800,,47.1715091,27.5753966,No,Yes,Restaurant,4.3,"-1,210",,679+ Photos,https://lh5.googleusercontent.com/p/AF1QipO5O9QYoS5zy9ooS5vXvLVQaslOD_TPNkk62zuw=w531-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/La+Pl%C4%83cinte/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb639a3ece5d:0xd5448c1925cbf861!8m2!3d47.1715091!4d27.5753966?hl=en"
Mado1300.95534767244,restaurant,Mado,"Palas Food Court, Strada Palas 5C, Iași 700259, Romania","Palas Food Court,  Strada Palas 5C",Iași 700259,Romania,a,"5H4Q+2H Iași, Romania",mado.ro,+40 757 109 652,,47.1550569,27.588883,No,No,Fast food restaurant,3.7,-82,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipM10xoyYZCa4yE1je6Qv7GYCA0UWgiuljkSfvPl=w426-h240-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Mado/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9eb71afa3d:0x594b7bc8b31ffed1!8m2!3d47.1550569!4d27.588883?hl=en"
Bistro Lunch Time1301.08106818247,restaurant,Bistro Lunch Time,"Iași, Romania",,Iași,Romania,a,"4HXW+F3 Iași, Romania",,,,47.1487432,27.5952439,No,Yes,Restaurant,3.8,-12,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipPa1kRn5dHd-cGZkc12YTli3K99F2Xh2Q4tvHY-=w426-h240-k-no,,8am–5pm,8am–5pm,8am–5pm,8am–5pm,8am–5pm,Closed,Closed,"https://www.google.com/maps/place/Bistro+Lunch+Time/@47.1542849,27.5866803,15.97z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbbd77043ce3:0xc8b06b8fb652f688!8m2!3d47.1487432!4d27.5952439?hl=en"
La Conac1300.89076149709,restaurant,La Conac,"Strada Nicolae Gane nr. 27, Iași 700110, Romania",Strada Nicolae Gane nr. 27,Iași 700110,Romania,a,"5HFG+3V Iași, Romania",laconac-traditie.ro,+40 746 279 893,,47.172634,27.5772339,Yes,Yes,Romanian restaurant,4.2,-527,,562+ Photos,https://lh5.googleusercontent.com/p/AF1QipP1SdEARp9_Xe7iAu-2AV9FyyOxYNvAjPPn9LcD=w408-h272-k-no,,12–10pm,12–10pm,12–10pm,12–10pm,12–10pm,12–11pm,12–9pm,"https://www.google.com/maps/place/La+Conac/@47.172634,27.5728565,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb63ab4ec3bf:0xedf6024ce8bd7c98!8m2!3d47.172634!4d27.5772339?hl=en"
Take&Eat1301.01178467073,restaurant,Take&Eat,"Bulevardul Primăverii nr. 2, Iași 700264, Romania",Bulevardul Primăverii nr. 2,Iași 700264,Romania,a,"4HWW+F3 Iași, Romania",takeandeat.ro,+40 755 517 555,,47.1462395,27.5952398,No,Yes,Fast food restaurant,4.4,-5,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipNuH10Nmeh2mSNlvXyrtNBMawF2bbLmPKR5JuSa=w408-h271-k-no,,8am–9pm,8am–9pm,8am–9pm,8am–9pm,8am–9pm,8am–8pm,9am–7pm,"https://www.google.com/maps/place/Take%26Eat/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb97d64484db:0x886b836086493e6c!8m2!3d47.1462395!4d27.5952398?hl=en"
Paradis1301.21466110693,restaurant,Paradis,"Splaiul Bahlui Mal Drept nr. 19, Iași 700259, Romania",Splaiul Bahlui Mal Drept nr. 19,Iași 700259,Romania,a,"5H2W+W9 Iași, Romania",paradis-restaurant.ro,+40 745 319 070,,47.152371,27.595954,Yes,No,Restaurant,4.2,-33,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipO72gWJvaf5TnbcN3Gjg9JpfqqtZYo__CNIAwnr=w408-h240-k-no-pi0-ya350-ro-0-fo100,,,,,,,,,"https://www.google.com/maps/place/Paradis/@47.152371,27.5915766,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb977a3bb139:0x634fd768cca3a71d!8m2!3d47.152371!4d27.595954?hl=en"
InnItalia - La Casa di Romeo e Giulietta1300.85954691455,restaurant,InnItalia - La Casa di Romeo e Giulietta,"Piața Unirii nr. 2, Iași 700259, Romania",Piața Unirii nr. 2,Iași 700259,Romania,a,"5H8H+PX Iași, Romania",innitaliafood.com,+40 232 273 951,,47.166872,27.579941,No,Yes,Italian restaurant,4.2,-363,,226+ Photos,https://lh5.googleusercontent.com/p/AF1QipPIiUI8GHym1L-qI_obW_xGlPMQyMDB0Y8bbbkw=w426-h240-k-no,,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,"https://www.google.com/maps/place/InnItalia+-+La+Casa+di+Romeo+e+Giulietta/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7b005cdcd7:0x88883aad816c7f29!8m2!3d47.166872!4d27.579941?hl=en"
Mr. Pott1301.72273000702,restaurant,Mr. Pott,"Iulius Mall, Etaj 2, Bulevardul Tudor Vladimirescu 113, Iași 700259, Romania","Iulius Mall,  Etaj 2",Iași 700259,Romania,a,"5J44+23 Iași, Romania",,+40 766 391 050,,47.1550709,27.6051484,No,No,Fast food restaurant,3.1,-7,,Photos,https://lh5.googleusercontent.com/p/AF1QipPTbmUHvOQePWIyaO_KCb7BhHWPIAO1tlJt9zI4=w408-h544-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Mr.+Pott/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb919bd621b3:0xdabcff59da6391c2!8m2!3d47.1550709!4d27.6051484?hl=en"
Yammy Li1300.96257182716,restaurant,Yammy Li,"Strada Palas 7A, Iași 700051, Romania",Strada Palas 7A,Iași 700051,Romania,a,"5H4Q+2J Iași, Romania",palasmall.ro,,,47.1550569,27.5890362,No,No,Chinese restaurant,2.1,-11,,Photos,https://lh5.googleusercontent.com/p/AF1QipNtd_kYIqIqS317mdMXSyncSKM9K8Fll-7aQYup=w426-h240-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Yammy+Li/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9eca883787:0x5f487bed1dd8346a!8m2!3d47.1550569!4d27.5890362?hl=en"
Creperia Bruno1300.93459288368,restaurant,Creperia Bruno,"Strada Palas 7A, Iași 700051, Romania",Strada Palas 7A,Iași 700051,Romania,a,"5H4Q+29 Iași, Romania",creperiabruno.business.site,+40 722 352 096,,47.155097,27.5884194,No,Yes,Pancake restaurant,4.6,-33,,26 Photos,https://lh5.googleusercontent.com/p/AF1QipM-v_S7MqmefUY60AqaEB1TEuN7Z1GWvaZpPWny=w408-h272-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Creperia+Bruno/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9ec8f598b1:0x16b08d6f847db664!8m2!3d47.155097!4d27.5884194?hl=en"
Contour1300.21483638943,restaurant,Contour,"Bulevardul Nicolae Iorga nr. 7 A, Iași, Romania",Bulevardul Nicolae Iorga nr. 7 A,Iași,Romania,a,"5H3F+5Q Iași, Romania",,+40 754 948 312,,47.152971,27.574399,No,No,,3.4,-14,,20 Photos,https://lh5.googleusercontent.com/p/AF1QipP-WNOsJvSPYPeqKGisII0sfG65gyiuIwoBYbVC=w426-h240-k-no,,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,9am–10pm,"https://www.google.com/maps/place/Contour/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb0afd369733:0xce0557ff5f2b1110!8m2!3d47.152971!4d27.574399?hl=en"
Little Texas1301.928610318,restaurant,Little Texas,"Stradela Moara de Vânt nr. 31-33, Iași 700376, Romania",Stradela Moara de Vânt nr. 31-33,Iași 700376,Romania,a,"5HFX+R6 Iași, Romania",littletexas.ro,+40 741 740 740,,47.1745839,27.5980942,No,Yes,,4.4,"-1,457","Free Wi-Fi, Child friendly, Bar",1120+ Photos,https://lh5.googleusercontent.com/p/AF1QipObGDJF0gN7_F3OVIb-lsVP8WqXUpZyVpEB6L0F=w426-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Little+Texas/@47.1745839,27.5937168,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafc80d664a811:0xc8f177d8a59b79df!8m2!3d47.1745839!4d27.5980942?hl=en"
Restaurant La Dănuț1300.72223600605,restaurant,Restaurant La Dănuț,"Bulevardul Nicolae Iorga nr 26 B, Iași 700021, Romania",Bulevardul Nicolae Iorga nr 26 B,Iași 700021,Romania,a,"4HWQ+8P Iași, Romania",,+40 751 640 170,,47.145794,27.589359,No,Yes,Restaurant,4.4,-17,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipPiWHTgqLddVepIdUiErFILtEb83gMzT8od3vZL=w426-h240-k-no,,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,"https://www.google.com/maps/place/Restaurant+La+D%C4%83nu%C8%9B/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbbb58d62695:0x1ab46c417b6a97ce!8m2!3d47.145794!4d27.589359?hl=en"
Beach Bar1300.85548682134,restaurant,Beach Bar,"Strada Palatului, Iași 700028, Romania",Strada Palatului,Iași 700028,Romania,a,"5H4P+CF Iași, Romania",,+40 799 107 979,,47.1560384,27.5861911,No,No,Restaurant,1,-2,,Photos,https://lh5.googleusercontent.com/p/AF1QipMIStGKnhrnOxKSRida3-qfQd22gxlZFQSnsVQG=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Beach+Bar/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9e8a5c4685:0x60e819a038db6f51!8m2!3d47.1560384!4d27.5861911?hl=en"
Casa Bolta Rece1301.20374763826,restaurant,Casa Bolta Rece,"Strada Rece nr. 10, Iași 700115, Romania",Strada Rece nr. 10,Iași 700115,Romania,a,"5H9P+2P Iași, Romania",casaboltarece.ro,+40 232 212 255,,47.167526,27.586856,Yes,Yes,Romanian restaurant,4.2,-668,,727+ Photos,https://lh5.googleusercontent.com/p/AF1QipP-mBGiFt0I_UMaIhGe1KK6X54Icvuo5zzdelYh=w429-h240-k-no,,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,8am–12am,"https://www.google.com/maps/place/Casa+Bolta+Rece/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb794b45b16d:0x70810640244b2a4b!8m2!3d47.167526!4d27.586856?hl=en"
Club M Iasi1300.52672228886,restaurant,Club M Iasi,"Nr. 5 Splai Bahlui, Iași 700029, Romania",Nr. 5 Splai Bahlui,Iași 700029,Romania,a,"5H4H+GJ Iași, Romania",,+40 742 002 529,,47.156362,27.57903,No,Yes,Restaurant,4.2,-98,,94+ Photos,https://lh5.googleusercontent.com/p/AF1QipNYLkaafVe3D1eNCfNo9P-QfKAr5lLAeMXLyd1n=w408-h306-k-no,,7am–12am,7am–12am,7am–12am,7am–12am,7am–12am,7am–12am,7am–12am,"https://www.google.com/maps/place/Club+M+Iasi/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb7508236513:0x63040665c36f1689!8m2!3d47.156362!4d27.57903?hl=en"
Hotel Tudor Palace1301.76209770506,restaurant,Hotel Tudor Palace,"NR.30, Strada Ciurchi, Iași 700313, Romania","NR.30,  Strada Ciurchi",Iași 700313,Romania,a,"5J53+6P Iași, Romania",hoteltudorpalace.ro,+40 746 950 061,,47.1580314,27.6042502,No,Yes,,3.9,-244,"Restaurant, Bar",99+ Photos,https://lh5.googleusercontent.com/p/AF1QipNpk5JdNFtqBSH4SyPaNChYLjZISJjaVwh_UIup=w426-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Hotel+Tudor+Palace/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb8fd0a83f55:0x56bf98950d069aa1!8m2!3d47.1580314!4d27.6042502?hl=en"
Platz Bierhaus1300.89713588517,restaurant,Platz Bierhaus,"Strada Palas 7A, Iași 700051, Romania",Strada Palas 7A,Iași 700051,Romania,a,"5H4P+8V Iași, Romania",palasmall.ro,+40 736 368 290,,47.1557675,27.5872328,No,No,Restaurant,4,-112,,46+ Photos,https://lh5.googleusercontent.com/p/AF1QipMGVKUw1ln7a0ZJiWV8ihP16BJuNEk7Oy_gOfh9=w426-h240-k-no,,9am–12am,9am–2am,9am–12am,9am–12am,9am–2am,9am–2am,9am–12am,"https://www.google.com/maps/place/Platz+Bierhaus/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9e93f2b08d:0xd28dbff083f00af!8m2!3d47.1557675!4d27.5872328?hl=en"
KRAS EURO TRADING SRL1300.89496387344,restaurant,KRAS EURO TRADING SRL,,,,,,,eurokrascatering.ro,+40 747 081 314,,47.1561373,27.5869704,No,Yes,Restaurant,5,-3,,Photos,https://lh5.googleusercontent.com/p/AF1QipOMTEooz16jxgD86QK7zJeRofgHXCOXulCC5She=w408-h408-k-no,EURO KRAS TRADING SRL,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,Closed,Closed,"https://www.google.com/maps/place/KRAS+EURO+TRADING+SRL/@47.1525895,27.5879574,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb744493887d:0x8b1605e649b68860!8m2!3d47.1561373!4d27.5869704?hl=en"
Blue Aqua1300.26189834053,restaurant,Blue Aqua,"Șoseaua Arcu nr. 78, Iași 700135, Romania",Șoseaua Arcu nr. 78,Iași 700135,Romania,a,"5HC7+HR Iași, Romania",blueacqua.ro,+40 752 992 993,,47.1714672,27.5645846,No,Yes,Restaurant,4.3,-923,,579+ Photos,https://lh5.googleusercontent.com/p/AF1QipObD1mnO0WZokIdoan8lamK0sv7Bd0ug7UqMogS=w408-h272-k-no,,10am–11:30pm,10am–11:30pm,10am–11:30pm,10am–11:30pm,10am–11:30pm,10am–11:30pm,10am–11pm,"https://www.google.com/maps/place/Blue+Aqua/@47.1714672,27.5602072,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb67656ffa6b:0x8c24b465c9f85293!8m2!3d47.1714672!4d27.5645846?hl=en"
Noodle Pack1301.7704955916,restaurant,Noodle Pack,"Iulius Mall, Etaj 2, Bulevardul Tudor Vladimirescu 113, Iași 700259, Romania","Iulius Mall,  Etaj 2",Iași 700259,Romania,a,"5J44+3C Iași, Romania",noodlepack.ro,,,47.1552283,27.6060692,No,No,Asian restaurant,4.4,-19,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipMHVTqZEoeUDpHEMXrnMnPMP3FhKHlVOw9YG1F7=w408-h291-k-no,,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,10am–10pm,"https://www.google.com/maps/place/Noodle+Pack/@47.1552283,27.6016918,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb919b959567:0x5f52b21d42353ab8!8m2!3d47.1552283!4d27.6060692?hl=en"
Alila1300.27162017937,restaurant,Alila,"Bulevardul Nicolae Iorga nr. 23, Iași 700256, Romania",Bulevardul Nicolae Iorga nr. 23,Iași 700256,Romania,a,"5H2G+9P Iași, Romania",pizzeriaalila.ro,+40 232 233 600,,47.1508799,27.5768262,No,No,Pizza restaurant,3.7,-772,,106+ Photos,https://lh5.googleusercontent.com/p/AF1QipOCP7OjqbewCReN5ncuBbF1h5Cb6B7khHlYT-I0=w408-h306-k-no,Pizzeria Alila,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,9am–12am,"https://www.google.com/maps/place/Alila/@47.1508799,27.5724488,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafba095d94b15:0xafcaf565fb82fd75!8m2!3d47.1508799!4d27.5768262?hl=en"
Bistro Felix1300.86845822814,restaurant,Bistro Felix,"Strada Nicolae Gane nr. 1, Iași, Romania",Strada Nicolae Gane nr. 1,Iași,Romania,a,"5H9H+X8 Iași, Romania",,+40 743 424 055,,47.1699569,27.5783262,No,No,Bistro,4.6,-557,,240+ Photos,https://lh5.googleusercontent.com/p/AF1QipPsx5xTZc7rbNIQvokwRMLiIKYze9rigI2ZGqyx=w408-h306-k-no,,10:30am–11pm,9am–11pm,9am–11pm,9am–11pm,9am–11pm,10am–11pm,10am–11pm,"https://www.google.com/maps/place/Bistro+Felix/@47.1699569,27.5739488,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb64aa126683:0x13ad3494e2110cad!8m2!3d47.1699569!4d27.5783262?hl=en"
Subway1300.98209139054,restaurant,Subway,"Strada Palas 7A, Iași 700051, Romania",Strada Palas 7A,Iași 700051,Romania,a,"5H4Q+9H Iași, Romania",subwayro.com,+40 758 075 842,,47.1559808,27.5889096,No,Yes,Fast food restaurant,4.3,-177,,15 Photos,https://lh5.googleusercontent.com/p/AF1QipNlhllHix7Klk3M8ud72jkLZnVtWD9MDgce2nME=w408-h306-k-no,,8:30am–10pm,8:30am–10pm,8:30am–10pm,8:30am–10pm,8:30am–10pm,8:30am–10pm,8:30am–10pm,"https://www.google.com/maps/place/Subway/@47.1559808,27.5845322,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafb9ea5b1e411:0x5723ecdc6f529dc1!8m2!3d47.1559808!4d27.5889096?hl=en"
Pleiada Boutique Hotel & Spa1301.27319024641,restaurant,Pleiada Boutique Hotel & Spa,"Șoseaua Bucium nr.18, Iași, Romania",Șoseaua Bucium nr.18,Iași,Romania,a,"4JM5+V2 Iași, Romania",hotelpleiada.ro,+40 332 425 425,,47.1347138,27.6075335,No,Yes,,4.6,-694,"Indoor Pool, Laundry service, Business centre, Room service, Child friendly, Restaurant",787+ Photos,https://lh5.googleusercontent.com/p/AF1QipMCOiKcSZ5pXQuAQ1ej0RjH1D-May-BJQU8uO9A=w408-h272-k-no,,,,,,,,,"https://www.google.com/maps/place/Pleiada+Boutique+Hotel+%26+Spa/@47.1537078,27.5908858,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbcf90a66b79:0x958842e2c5c99351!8m2!3d47.1347138!4d27.6075335?hl=en"
Restaurant Casa Brazilor Iasi1301.68588105874,restaurant,Restaurant Casa Brazilor Iasi,"Bulevardul Tudor Vladimirescu, Iași 700259, Romania",Bulevardul Tudor Vladimirescu,Iași 700259,Romania,a,"5J43+P8 Iași, Romania",facebook.com,+40 733 333 500,,47.1567981,27.6033559,No,Yes,Restaurant,4.9,-14,,19 Photos,https://lh5.googleusercontent.com/p/AF1QipM738hxvq1G_ORhLJTbK2Bb4qpnMoHm90jlxqa_=w480-h240-k-no,,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,8am–8pm,"https://www.google.com/maps/place/Restaurant+Casa+Brazilor+Iasi/@47.1567981,27.5989785,16z/data=!4m9!1m3!2m2!1srestaurant+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e5!3m4!1s0x40cafbe131600811:0x3d5a674f9c8e4911!8m2!3d47.1567981!4d27.6033559?hl=en"
